foil,aoa,CL,CD,LD,chord,max_thick,x_thick,max_camber,x_camber,avg_xtr
ag04,7,0.9434,0.0113,83.4867,1,0.064407,0.218852,0.017455,0.393636,0.50945
ag04,8,1.0455,0.01343,77.8481,1,0.064407,0.218852,0.017455,0.393636,0.50405
ag04,9,1.1414,0.01653,69.0502,1,0.064407,0.218852,0.017455,0.393636,0.5024
ag08,-1,0.0905,0.00535,16.9159,1,0.058536,0.203932,0.0179615,0.394921,0.6013
ag08,-2,-0.0266,0.00616,-4.31818,1,0.058536,0.203932,0.0179615,0.394921,0.5444
ag08,-3,-0.1625,0.00706,-23.017,1,0.058536,0.203932,0.0179615,0.394921,0.5162
ag08,-4,-0.2666,0.00829,-32.1592,1,0.058536,0.203932,0.0179615,0.394921,0.50775
ag08,-5,-0.3728,0.01,-37.28,1,0.058536,0.203932,0.0179615,0.394921,0.50515
ag08,0,0.1885,0.00406,46.4286,1,0.058536,0.203932,0.0179615,0.394921,0.80955
ag08,1,0.3003,0.00454,66.1454,1,0.058536,0.203932,0.0179615,0.394921,0.7946
ag08,10,1.2133,0.02528,47.9945,1,0.058536,0.203932,0.0179615,0.394921,0.5024
ag08,11,1.2648,0.03373,37.4978,1,0.058536,0.203932,0.0179615,0.394921,0.5021
ag08,2,0.4101,0.00537,76.3687,1,0.058536,0.203932,0.0179615,0.394921,0.7157
ag08,3,0.5201,0.0062,83.8871,1,0.058536,0.203932,0.0179615,0.394921,0.6543
ag08,4,0.6296,0.00713,88.3029,1,0.058536,0.203932,0.0179615,0.394921,0.603
ag08,5,0.7374,0.00837,88.1004,1,0.058536,0.203932,0.0179615,0.394921,0.55155
ag08,6,0.8433,0.01,84.33,1,0.058536,0.203932,0.0179615,0.394921,0.5144
ag08,7,0.9467,0.01222,77.4714,1,0.058536,0.203932,0.0179615,0.394921,0.50485
ag08,8,1.0461,0.01497,69.8798,1,0.058536,0.203932,0.0179615,0.394921,0.5034
ag08,9,1.1388,0.01855,61.3908,1,0.058536,0.203932,0.0179615,0.394921,0.50275
ag09,-1,0.0766,0.00589,13.0051,1,0.049049,0.17189,0.018543,0.332344,0.5207
ag09,-2,-0.0518,0.00644,-8.04348,1,0.049049,0.17189,0.018543,0.332344,0.5236
ag09,-3,-0.1608,0.00747,-21.5261,1,0.049049,0.17189,0.018543,0.332344,0.509
ag09,-4,-0.2711,0.00954,-28.4172,1,0.049049,0.17189,0.018543,0.332344,0.50605
ag09,-5,-0.3811,0.0126,-30.246,1,0.049049,0.17189,0.018543,0.332344,0.50495
ag09,0,0.1791,0.00537,33.352,1,0.049049,0.17189,0.018543,0.332344,0.59615
ag09,1,0.2835,0.00456,62.1711,1,0.049049,0.17189,0.018543,0.332344,0.78685
ag09,10,1.1999,0.02776,43.2241,1,0.049049,0.17189,0.018543,0.332344,0.50255
ag09,2,0.3941,0.00542,72.7122,1,0.049049,0.17189,0.018543,0.332344,0.70285
ag09,3,0.5049,0.00626,80.655,1,0.049049,0.17189,0.018543,0.332344,0.64135
ag09,4,0.6151,0.00717,85.788,1,0.049049,0.17189,0.018543,0.332344,0.5921
ag09,5,0.7239,0.00838,86.3842,1,0.049049,0.17189,0.018543,0.332344,0.54435
ag09,6,0.8304,0.0102,81.4118,1,0.049049,0.17189,0.018543,0.332344,0.5083
ag09,7,0.9354,0.0124,75.4355,1,0.049049,0.17189,0.018543,0.332344,0.50415
ag09,8,1.0335,0.01603,64.4729,1,0.049049,0.17189,0.018543,0.332344,0.50325
ag09,9,1.1241,0.02086,53.8878,1,0.049049,0.17189,0.018543,0.332344,0.50285
ag10,-1,0.0535,0.00605,8.84298,1,0.047727,0.159986,0.0170475,0.333403,0.54045
ag10,-2,-0.063,0.00681,-9.2511,1,0.047727,0.159986,0.0170475,0.333403,0.5159
ag10,-3,-0.1754,0.00802,-21.8703,1,0.047727,0.159986,0.0170475,0.333403,0.5086
ag10,-4,-0.2876,0.01017,-28.2793,1,0.047727,0.159986,0.0170475,0.333403,0.50605
ag10,-5,-0.3995,0.01357,-29.4399,1,0.047727,0.159986,0.0170475,0.333403,0.50505
ag10,0,0.163,0.00573,28.4468,1,0.047727,0.159986,0.0170475,0.333403,0.5618
ag10,1,0.2661,0.00498,53.4337,1,0.047727,0.159986,0.0170475,0.333403,0.7506
ag10,10,1.1969,0.02785,42.9767,1,0.047727,0.159986,0.0170475,0.333403,0.50335
ag10,11,1.2307,0.04032,30.5233,1,0.047727,0.159986,0.0170475,0.333403,0.5032
ag10,2,0.3781,0.00582,64.9656,1,0.047727,0.159986,0.0170475,0.333403,0.6734
ag10,3,0.4901,0.00657,74.5967,1,0.047727,0.159986,0.0170475,0.333403,0.6209
ag10,4,0.6012,0.00751,80.0533,1,0.047727,0.159986,0.0170475,0.333403,0.5728
ag10,5,0.7112,0.0087,81.7471,1,0.047727,0.159986,0.0170475,0.333403,0.533
ag10,6,0.8197,0.01027,79.815,1,0.047727,0.159986,0.0170475,0.333403,0.5095
ag10,7,0.9258,0.01259,73.5346,1,0.047727,0.159986,0.0170475,0.333403,0.50505
ag10,8,1.0293,0.01501,68.5743,1,0.047727,0.159986,0.0170475,0.333403,0.50425
ag10,9,1.1213,0.01999,56.093,1,0.047727,0.159986,0.0170475,0.333403,0.5036
ag11,-1,0.1122,0.00787,14.2567,1,0.058169,0.260032,0.022859,0.297238,0.41125
ag11,-2,0.0077,0.01108,0.694946,1,0.058169,0.260032,0.022859,0.297238,0.4684
ag11,1,0.3285,0.00479,68.5804,1,0.058169,0.260032,0.022859,0.297238,0.7775
ag11,10,1.2889,0.01549,83.2085,1,0.058169,0.260032,0.022859,0.297238,0.51125
ag11,12,1.4711,0.02043,72.0069,1,0.058169,0.260032,0.022859,0.297238,0.50405
ag11,13,1.5395,0.02517,61.1641,1,0.058169,0.260032,0.022859,0.297238,0.5017
ag11,2,0.4392,0.00556,78.9928,1,0.058169,0.260032,0.022859,0.297238,0.7073
ag11,3,0.5496,0.00645,85.2093,1,0.058169,0.260032,0.022859,0.297238,0.6448
ag11,4,0.6595,0.00737,89.4844,1,0.058169,0.260032,0.022859,0.297238,0.5982
ag11,5,0.7685,0.00839,91.5971,1,0.058169,0.260032,0.022859,0.297238,0.56235
ag11,6,0.8762,0.00954,91.8449,1,0.058169,0.260032,0.022859,0.297238,0.53765
ag11,7,0.9826,0.01079,91.0658,1,0.058169,0.260032,0.022859,0.297238,0.5264
ag11,8,1.0864,0.0124,87.6129,1,0.058169,0.260032,0.022859,0.297238,0.51965
ag11,9,1.1892,0.01383,85.987,1,0.058169,0.260032,0.022859,0.297238,0.51515
ag12,-1,0.1149,0.00509,22.5737,1,0.062435,0.208004,0.018472,0.428143,0.62475
ag12,-2,0.004,0.00568,0.704225,1,0.062435,0.208004,0.018472,0.428143,0.57855
ag12,-3,-0.1317,0.00701,-18.7874,1,0.062435,0.208004,0.018472,0.428143,0.50905
ag12,-5,-0.3476,0.01237,-28.1002,1,0.062435,0.208004,0.018472,0.428143,0.50355
ag12,1,0.328,0.00465,70.5376,1,0.062435,0.208004,0.018472,0.428143,0.77795
ag12,11,1.3138,0.0311,42.2444,1,0.062435,0.208004,0.018472,0.428143,0.5013
ag12,2,0.439,0.00535,82.0561,1,0.062435,0.208004,0.018472,0.428143,0.71615
ag12,3,0.5495,0.00616,89.2045,1,0.062435,0.208004,0.018472,0.428143,0.6587
ag12,4,0.6591,0.00713,92.4404,1,0.062435,0.208004,0.018472,0.428143,0.6045
ag12,5,0.7674,0.00835,91.9042,1,0.062435,0.208004,0.018472,0.428143,0.5562
ag12,6,0.8741,0.00981,89.103,1,0.062435,0.208004,0.018472,0.428143,0.5226
ag12,7,0.9786,0.01173,83.4271,1,0.062435,0.208004,0.018472,0.428143,0.5058
ag12,8,1.0797,0.01431,75.4507,1,0.062435,0.208004,0.018472,0.428143,0.5026
ag12,9,1.1696,0.01902,61.4932,1,0.062435,0.208004,0.018472,0.428143,0.502
ag13,-1,0.129,0.00504,25.5952,1,0.058441,0.212982,0.019726,0.418228,0.62525
ag13,-2,0.0135,0.00596,2.2651,1,0.058441,0.212982,0.019726,0.418228,0.54545
ag13,-3,-0.1202,0.00732,-16.4208,1,0.058441,0.212982,0.019726,0.418228,0.50555
ag13,-4,-0.2278,0.01023,-22.2678,1,0.058441,0.212982,0.019726,0.418228,0.50415
ag13,0,0.2332,0.00455,51.2527,1,0.058441,0.212982,0.019726,0.418228,0.7283
ag13,1,0.3401,0.00461,73.7744,1,0.058441,0.212982,0.019726,0.418228,0.78285
ag13,10,1.2657,0.0233,54.3219,1,0.058441,0.212982,0.019726,0.418228,0.5015
ag13,11,1.2705,0.03945,32.2053,1,0.058441,0.212982,0.019726,0.418228,0.50125
ag13,2,0.4506,0.00536,84.0672,1,0.058441,0.212982,0.019726,0.418228,0.7157
ag13,3,0.5607,0.00622,90.1447,1,0.058441,0.212982,0.019726,0.418228,0.6527
ag13,4,0.67,0.00722,92.7978,1,0.058441,0.212982,0.019726,0.418228,0.59845
ag13,5,0.778,0.00844,92.1801,1,0.058441,0.212982,0.019726,0.418228,0.55275
ag13,7,0.9894,0.01164,85,1,0.058441,0.212982,0.019726,0.418228,0.5063
ag13,8,1.087,0.01515,71.7492,1,0.058441,0.212982,0.019726,0.418228,0.5024
ag13,9,1.1809,0.01874,63.0149,1,0.058441,0.212982,0.019726,0.418228,0.502
ag14,-1,0.1416,0.00517,27.3888,1,0.053817,0.201855,0.0210175,0.406427,0.59575
ag14,-2,0.0167,0.00628,2.65924,1,0.053817,0.201855,0.0210175,0.406427,0.5138
ag14,-3,-0.1113,0.00863,-12.8969,1,0.053817,0.201855,0.0210175,0.406427,0.5047
ag14,0,0.2375,0.00395,60.1266,1,0.053817,0.201855,0.0210175,0.406427,0.82025
ag14,1,0.35,0.00463,75.594,1,0.053817,0.201855,0.0210175,0.406427,0.77945
ag14,10,1.2536,0.02809,44.628,1,0.053817,0.201855,0.0210175,0.406427,0.5013
ag14,11,1.2671,0.04173,30.3642,1,0.053817,0.201855,0.0210175,0.406427,0.5013
ag14,2,0.4601,0.00543,84.733,1,0.053817,0.201855,0.0210175,0.406427,0.70785
ag14,3,0.57,0.00628,90.7643,1,0.053817,0.201855,0.0210175,0.406427,0.64755
ag14,5,0.7872,0.00843,93.3808,1,0.053817,0.201855,0.0210175,0.406427,0.552
ag14,6,0.8937,0.00983,90.9156,1,0.053817,0.201855,0.0210175,0.406427,0.5227
ag14,7,0.9984,0.01157,86.2921,1,0.053817,0.201855,0.0210175,0.406427,0.50655
ag14,8,1.0971,0.01486,73.8291,1,0.053817,0.201855,0.0210175,0.406427,0.50245
ag16,-1,0.1267,0.00524,24.1794,1,0.07119,0.234021,0.0187085,0.468743,0.615
ag16,-2,0.0208,0.00545,3.81651,1,0.07119,0.234021,0.0187085,0.468743,0.59965
ag16,-3,-0.1002,0.0064,-15.6562,1,0.07119,0.234021,0.0187085,0.468743,0.54285
ag16,-4,-0.2372,0.00797,-29.7616,1,0.07119,0.234021,0.0187085,0.468743,0.50595
ag16,-5,-0.3422,0.01011,-33.8477,1,0.07119,0.234021,0.0187085,0.468743,0.50385
ag16,0,0.236,0.00514,45.9144,1,0.07119,0.234021,0.0187085,0.468743,0.6476
ag16,1,0.3417,0.00463,73.8013,1,0.07119,0.234021,0.0187085,0.468743,0.78885
ag16,11,1.3299,0.02941,45.2193,1,0.07119,0.234021,0.0187085,0.468743,0.5013
ag16,2,0.4533,0.00528,85.8523,1,0.07119,0.234021,0.0187085,0.468743,0.73275
ag16,3,0.5642,0.00608,92.7961,1,0.07119,0.234021,0.0187085,0.468743,0.67495
ag16,4,0.6739,0.00707,95.3182,1,0.07119,0.234021,0.0187085,0.468743,0.61855
ag16,5,0.7822,0.0083,94.241,1,0.07119,0.234021,0.0187085,0.468743,0.56735
ag16,6,0.8882,0.00993,89.4461,1,0.07119,0.234021,0.0187085,0.468743,0.5243
ag16,7,0.9922,0.01188,83.5185,1,0.07119,0.234021,0.0187085,0.468743,0.50565
ag16,8,1.0927,0.01443,75.7242,1,0.07119,0.234021,0.0187085,0.468743,0.50245
ag16,9,1.1818,0.01887,62.6285,1,0.07119,0.234021,0.0187085,0.468743,0.5019
ag17,-2,0.034,0.0056,6.07143,1,0.064927,0.220519,0.020162,0.454997,0.57475
ag17,-3,-0.0959,0.00688,-13.939,1,0.064927,0.220519,0.020162,0.454997,0.50845
ag17,0,0.2469,0.00486,50.8025,1,0.064927,0.220519,0.020162,0.454997,0.6843
ag17,1,0.3529,0.00456,77.3904,1,0.064927,0.220519,0.020162,0.454997,0.79485
ag17,11,1.3214,0.03263,40.4965,1,0.064927,0.220519,0.020162,0.454997,0.50115
ag17,2,0.4637,0.0053,87.4906,1,0.064927,0.220519,0.020162,0.454997,0.7287
ag17,3,0.574,0.00618,92.8803,1,0.064927,0.220519,0.020162,0.454997,0.66505
ag17,4,0.6835,0.00718,95.195,1,0.064927,0.220519,0.020162,0.454997,0.60965
ag17,5,0.7918,0.00838,94.4869,1,0.064927,0.220519,0.020162,0.454997,0.5622
ag17,6,0.8982,0.0099,90.7273,1,0.064927,0.220519,0.020162,0.454997,0.5251
ag17,7,1.0028,0.01165,86.0773,1,0.064927,0.220519,0.020162,0.454997,0.5073
ag17,8,1.1033,0.01428,77.2619,1,0.064927,0.220519,0.020162,0.454997,0.5025
ag17,9,1.1937,0.01859,64.2119,1,0.064927,0.220519,0.020162,0.454997,0.50185
ag18,-1,0.1508,0.00515,29.2816,1,0.058712,0.20705,0.021635,0.441254,0.6094
ag18,-2,0.0452,0.00595,7.59664,1,0.058712,0.20705,0.021635,0.441254,0.52985
ag18,-4,-0.2091,0.01006,-20.7853,1,0.058712,0.20705,0.021635,0.441254,0.504
ag18,0,0.2569,0.0045,57.0889,1,0.058712,0.20705,0.021635,0.441254,0.73715
ag18,1,0.3637,0.00449,81.0022,1,0.058712,0.20705,0.021635,0.441254,0.8008
ag18,10,1.2897,0.02234,57.7305,1,0.058712,0.20705,0.021635,0.441254,0.50135
ag18,11,1.3123,0.03563,36.8313,1,0.058712,0.20705,0.021635,0.441254,0.5011
ag18,2,0.4737,0.00533,88.8743,1,0.058712,0.20705,0.021635,0.441254,0.72285
ag18,3,0.5834,0.00627,93.0463,1,0.058712,0.20705,0.021635,0.441254,0.6546
ag18,4,0.6925,0.00727,95.2545,1,0.058712,0.20705,0.021635,0.441254,0.60115
ag18,5,0.8004,0.00847,94.4982,1,0.058712,0.20705,0.021635,0.441254,0.55665
ag18,7,1.0113,0.01156,87.4827,1,0.058712,0.20705,0.021635,0.441254,0.50835
ag18,8,1.1117,0.0141,78.844,1,0.058712,0.20705,0.021635,0.441254,0.50265
ag19,-1,0.1596,0.00531,30.0565,1,0.054068,0.193554,0.0227315,0.427484,0.57605
ag19,-2,0.0516,0.0062,8.32258,1,0.054068,0.193554,0.0227315,0.427484,0.5053
ag19,-4,-0.1996,0.01104,-18.0797,1,0.054068,0.193554,0.0227315,0.427484,0.50355
ag19,1,0.3715,0.00445,83.4831,1,0.054068,0.193554,0.0227315,0.427484,0.80445
ag19,10,1.297,0.02237,57.9794,1,0.054068,0.193554,0.0227315,0.427484,0.50125
ag19,11,1.3213,0.03575,36.9594,1,0.054068,0.193554,0.0227315,0.427484,0.50105
ag19,2,0.4809,0.00538,89.3866,1,0.054068,0.193554,0.0227315,0.427484,0.71665
ag19,3,0.5904,0.00635,92.9764,1,0.054068,0.193554,0.0227315,0.427484,0.6469
ag19,4,0.6994,0.00735,95.1565,1,0.054068,0.193554,0.0227315,0.427484,0.59515
ag19,5,0.8073,0.0085,94.9765,1,0.054068,0.193554,0.0227315,0.427484,0.55355
ag19,6,0.9138,0.00986,92.6775,1,0.054068,0.193554,0.0227315,0.427484,0.5258
ag19,7,1.0182,0.01154,88.2322,1,0.054068,0.193554,0.0227315,0.427484,0.50875
ag19,8,1.1187,0.01403,79.7363,1,0.054068,0.193554,0.0227315,0.427484,0.50275
ag23,-2,0.0723,0.00564,12.8191,1,0.0889767,0.272934,0.0219022,0.45361,0.59235
ag23,-3,-0.0389,0.00659,-5.90288,1,0.0889767,0.272934,0.0219022,0.45361,0.50715
ag23,-4,-0.1479,0.00782,-18.913,1,0.0889767,0.272934,0.0219022,0.45361,0.4735
ag23,-5,-0.2542,0.00924,-27.5108,1,0.0889767,0.272934,0.0219022,0.45361,0.48805
ag23,0,0.2966,0.00491,60.4073,1,0.0889767,0.272934,0.0219022,0.45361,0.7141
ag23,1,0.405,0.00498,81.3253,1,0.0889767,0.272934,0.0219022,0.45361,0.74035
ag23,10,1.3283,0.01983,66.9844,1,0.0889767,0.272934,0.0219022,0.45361,0.5021
ag23,11,1.3692,0.0273,50.1538,1,0.0889767,0.272934,0.0219022,0.45361,0.5018
ag23,12,1.3932,0.03338,41.7376,1,0.0889767,0.272934,0.0219022,0.45361,0.50175
ag23,2,0.5122,0.00526,97.3764,1,0.0889767,0.272934,0.0219022,0.45361,0.76105
ag23,3,0.6248,0.00596,104.832,1,0.0889767,0.272934,0.0219022,0.45361,0.7146
ag23,4,0.7359,0.00681,108.062,1,0.0889767,0.272934,0.0219022,0.45361,0.66855
ag23,5,0.8449,0.0079,106.949,1,0.0889767,0.272934,0.0219022,0.45361,0.6194
ag23,6,0.9504,0.00943,100.785,1,0.0889767,0.272934,0.0219022,0.45361,0.56575
ag23,7,1.0522,0.01139,92.3793,1,0.0889767,0.272934,0.0219022,0.45361,0.52265
ag23,8,1.1503,0.01377,83.5367,1,0.0889767,0.272934,0.0219022,0.45361,0.50485
ag23,9,1.2425,0.01671,74.3567,1,0.0889767,0.272934,0.0219022,0.45361,0.5029
ag24,-1,0.1843,0.00517,35.648,1,0.084134,0.259672,0.022175,0.453918,0.6473
ag24,-2,0.0727,0.00564,12.8901,1,0.084134,0.259672,0.022175,0.453918,0.5831
ag24,-3,-0.037,0.00658,-5.6231,1,0.084134,0.259672,0.022175,0.453918,0.5058
ag24,-4,-0.1441,0.00774,-18.6176,1,0.084134,0.259672,0.022175,0.453918,0.48315
ag24,-5,-0.2592,0.00941,-27.5452,1,0.084134,0.259672,0.022175,0.453918,0.49595
ag24,0,0.2956,0.00492,60.0813,1,0.084134,0.259672,0.022175,0.453918,0.7043
ag24,1,0.3998,0.00482,82.9461,1,0.084134,0.259672,0.022175,0.453918,0.75845
ag24,10,1.3107,0.02249,58.2792,1,0.084134,0.259672,0.022175,0.453918,0.50185
ag24,11,1.374,0.02744,50.0729,1,0.084134,0.259672,0.022175,0.453918,0.50175
ag24,13,1.377,0.04584,30.0393,1,0.084134,0.259672,0.022175,0.453918,0.50145
ag24,2,0.5121,0.00526,97.3574,1,0.084134,0.259672,0.022175,0.453918,0.75615
ag24,3,0.6239,0.00598,104.331,1,0.084134,0.259672,0.022175,0.453918,0.70825
ag24,4,0.7344,0.00686,107.055,1,0.084134,0.259672,0.022175,0.453918,0.65985
ag24,5,0.8428,0.00802,105.087,1,0.084134,0.259672,0.022175,0.453918,0.6085
ag24,6,0.9483,0.00956,99.1946,1,0.084134,0.259672,0.022175,0.453918,0.55665
ag24,7,1.0502,0.01154,91.0052,1,0.084134,0.259672,0.022175,0.453918,0.51695
ag24,9,1.2421,0.01679,73.9786,1,0.084134,0.259672,0.022175,0.453918,0.50245
ag25,-1,0.1991,0.0052,38.2885,1,0.075832,0.246613,0.024022,0.454307,0.6285
ag25,-2,0.0889,0.00578,15.3806,1,0.075832,0.246613,0.024022,0.454307,0.55045
ag25,-3,-0.0191,0.00684,-2.7924,1,0.075832,0.246613,0.024022,0.454307,0.4818
ag25,-4,-0.1304,0.00816,-15.9804,1,0.075832,0.246613,0.024022,0.454307,0.49125
ag25,-5,-0.2635,0.01168,-22.5599,1,0.075832,0.246613,0.024022,0.454307,0.49945
ag25,0,0.3093,0.0048,64.4375,1,0.075832,0.246613,0.024022,0.454307,0.71435
ag25,1,0.4145,0.00461,89.9132,1,0.075832,0.246613,0.024022,0.454307,0.8058
ag25,10,1.3306,0.02184,60.9249,1,0.075832,0.246613,0.024022,0.454307,0.50175
ag25,11,1.3969,0.02682,52.0843,1,0.075832,0.246613,0.024022,0.454307,0.50145
ag25,12,1.4293,0.0331,43.1813,1,0.075832,0.246613,0.024022,0.454307,0.5012
ag25,2,0.5261,0.00526,100.019,1,0.075832,0.246613,0.024022,0.454307,0.7526
ag25,3,0.6369,0.00606,105.099,1,0.075832,0.246613,0.024022,0.454307,0.6989
ag25,4,0.7466,0.007,106.657,1,0.075832,0.246613,0.024022,0.454307,0.6465
ag25,6,0.9599,0.00969,99.0609,1,0.075832,0.246613,0.024022,0.454307,0.54945
ag25,7,1.0623,0.01156,91.8945,1,0.075832,0.246613,0.024022,0.454307,0.51555
ag25,8,1.1595,0.01432,80.9707,1,0.075832,0.246613,0.024022,0.454307,0.5033
ag25,9,1.2516,0.0174,71.931,1,0.075832,0.246613,0.024022,0.454307,0.50205
ag26,-1,0.2013,0.00535,37.6262,1,0.068467,0.233671,0.0255135,0.440913,0.59425
ag26,-2,0.0921,0.00608,15.148,1,0.068467,0.233671,0.0255135,0.440913,0.5033
ag26,-3,-0.0143,0.00705,-2.02837,1,0.068467,0.233671,0.0255135,0.440913,0.48115
ag26,-4,-0.1377,0.00993,-13.8671,1,0.068467,0.233671,0.0255135,0.440913,0.49705
ag26,-5,-0.277,0.01346,-20.5795,1,0.068467,0.233671,0.0255135,0.440913,0.50215
ag26,0,0.3107,0.00478,65,1,0.068467,0.233671,0.0255135,0.440913,0.7118
